country,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Algeria,2020-05-03,7,2,10,4,7,1
Algeria,2020-05-04,7,3,11,4,7,1
Algeria,2020-05-05,7,3,11,5,8,1
Algeria,2020-05-06,7,3,11,5,8,1
Algeria,2020-05-07,7,3,11,5,8,1
Algeria,2020-05-08,7,3,11,4,7,1
Algeria,2020-05-09,7,4,12,5,8,1
Algeria,2020-05-10,7,2,11,5,8,1
Algeria,2020-05-11,7,2,11,5,8,1
Algeria,2020-05-12,7,3,11,5,8,1
Algeria,2020-05-13,7,3,12,5,8,1
Algeria,2020-05-14,8,2,11,5,8,1
Algeria,2020-05-15,8,2,11,5,8,1
Algeria,2020-05-16,8,3,12,6,9,1
Algeria,2020-05-17,8,4,12,6,9,1
Algeria,2020-05-18,8,3,12,4,8,1
Algeria,2020-05-19,8,4,12,5,8,1
Algeria,2020-05-20,8,3,12,6,9,1
Algeria,2020-05-21,8,3,12,6,9,1
Algeria,2020-05-22,8,3,12,6,9,1
Algeria,2020-05-23,8,3,12,6,9,0.99
Algeria,2020-05-24,8,4,12,6,9,0.99
Algeria,2020-05-25,8,3,12,6,9,0.99
Algeria,2020-05-26,8,4,13,6,9,0.99
Algeria,2020-05-27,8,4,13,7,10,0.99
Algeria,2020-05-28,9,4,13,7,10,0.99
Algeria,2020-05-29,9,4,13,7,10,0.98
Algeria,2020-05-30,9,4,13,7,10,0.98
Algeria,2020-05-31,9,3,13,7,10,0.98
Algeria,2020-06-01,9,4,14,6,10,0.97
Algeria,2020-06-02,9,5,14,7,10,0.97
Algeria,2020-06-03,9,4,14,6,10,0.97
Algeria,2020-06-04,9,5,14,6,10,0.96
Algeria,2020-06-05,10,5,14,6,10,0.95
Algeria,2020-06-06,10,4,14,6,10,0.95
Algeria,2020-06-07,9,5,14,6,10,0.94
Algeria,2020-06-08,10,5,14,8,11,0.93
Algeria,2020-06-09,10,5,14,6,10,0.92
Algeria,2020-06-10,9,5,14,6,10,0.91
Algeria,2020-06-11,10,4,14,6,10,0.9
Algeria,2020-06-12,9,4,14,6,10,0.88
Algeria,2020-06-13,9,4,14,6,10,0.86
Algeria,2020-06-14,10,4,14,6,10,0.85
Algeria,2020-06-15,10,4,14,6,10,0.83
Algeria,2020-06-16,10,5,15,6,10,0.8
Algeria,2020-06-17,10,4,15,6,10,0.78
Algeria,2020-06-18,9,4,15,6,10,0.75
Algeria,2020-06-19,10,3,15,8,12,0.71
Algeria,2020-06-20,10,4,17,5,10,0.68
Algeria,2020-06-21,10,3,16,6,11,0.64
Algeria,2020-06-22,11,3,17,7,12,0.59
Argentina,2020-01-15,1,1,1,1,1,1
Argentina,2020-01-16,0,0,0,0,0,1
Argentina,2020-01-17,0,0,0,0,0,1
Argentina,2020-01-18,0.5,0,1,0,1,1
Argentina,2020-01-19,1,0,1,1,1,1
Argentina,2020-01-20,0,0,1,0,0,1
Argentina,2020-01-21,0,0,1,0,0,1
Argentina,2020-01-22,0,0,1,0,0,1
Argentina,2020-01-23,0,0,1,0,0,1
Argentina,2020-01-24,0,0,1,0,0,1
Argentina,2020-01-25,0,0,1,0,0,1
Argentina,2020-01-26,0,0,0,0,0,1
Argentina,2020-01-27,0,0,1,0,0,1
Argentina,2020-01-28,0,0,1,0,0,1
Argentina,2020-01-29,0,0,1,0,0,1
Argentina,2020-01-30,0,0,1,0,0,1
Argentina,2020-01-31,0,0,1,0,0,1
Argentina,2020-02-01,0,0,1,0,0,1
Argentina,2020-02-02,0,0,1,0,0,1
Argentina,2020-02-03,0,0,1,0,0,1
Argentina,2020-02-04,0,0,1,0,0,1
Argentina,2020-02-05,0,0,1,0,0,1
Argentina,2020-02-06,0,0,1,0,0,1
Argentina,2020-02-07,0,0,1,0,0,1
Argentina,2020-02-08,0,0,1,0,0,1
Argentina,2020-02-09,0,0,1,0,0,1
Argentina,2020-02-10,0,0,1,0,0,1
Argentina,2020-02-11,0,0,1,0,0,1
Argentina,2020-02-12,0,0,1,0,0,1
Argentina,2020-02-13,0,0,1,0,0,1
Argentina,2020-02-14,0,0,1,0,0,1
Argentina,2020-02-15,0,0,1,0,0,1
Argentina,2020-02-16,0,0,1,0,0,1
Argentina,2020-02-17,0,0,1,0,0,1
Argentina,2020-02-18,0,0,1,0,0,1
Argentina,2020-02-19,0,0,1,0,0,1
Argentina,2020-02-20,0,0,1,0,0,1
Argentina,2020-02-21,0,0,1,0,0,1
Argentina,2020-02-22,0,0,1,0,0,1
Argentina,2020-02-23,0,0,1,0,0,1
Argentina,2020-02-24,0,0,1,0,0,1
Argentina,2020-02-25,0,0,1,0,0,1
Argentina,2020-02-26,0,0,1,0,0,1
Argentina,2020-02-27,0,0,2,0,0,1
Argentina,2020-02-28,0,0,2,0,0,1
Argentina,2020-02-29,1,0,2,0,1,1
Argentina,2020-03-01,1,0,2,0,1,1
Argentina,2020-03-02,1,0,2,0,1,1
Argentina,2020-03-03,1,0,2,0,1,1
Argentina,2020-03-04,1,0,3,0,1,1
Argentina,2020-03-05,1,0,3,0,1,1
Argentina,2020-03-06,1,0,3,0,1,1
Argentina,2020-03-07,1,0,3,0,1,1
Argentina,2020-03-08,1,0,3,0,1,1
Argentina,2020-03-09,2,0,4,1,2,1
Argentina,2020-03-10,2,0,4,1,2,1
Argentina,2020-03-11,2,0,4,1,2,1
Argentina,2020-03-12,2,0,4,0,2,1
Argentina,2020-03-13,3,0,5,1,3,1
Argentina,2020-03-14,3,0,5,1,3,1
Argentina,2020-03-15,3,0,5,1,3,1
Argentina,2020-03-16,3,1,6,1,3,1
Argentina,2020-03-17,3,0,6,2,4,1
Argentina,2020-03-18,4,1,7,2,4,1
Argentina,2020-03-19,4,1,7,2,4,1
Argentina,2020-03-20,4,1,7,3,5,1
Argentina,2020-03-21,4,1,7,3,5,1
Argentina,2020-03-22,5,2,8,2,5,1
Argentina,2020-03-23,5,1,8,3,5,1
Argentina,2020-03-24,5,1,8,4,6,1
Argentina,2020-03-25,5,1,8,4,6,1
Argentina,2020-03-26,5,2,9,3,6,1
Argentina,2020-03-27,6,3,10,3,6,1
Argentina,2020-03-28,6,2,9,3,6,1
Argentina,2020-03-29,6,3,10,3,6,1
Argentina,2020-03-30,6,2,10,3,6,1
Argentina,2020-03-31,6,2,10,4,7,1
Argentina,2020-04-01,6,2,10,4,7,1
Argentina,2020-04-02,7,2,10,4,7,1
Argentina,2020-04-03,7,2,10,4,7,1
Argentina,2020-04-04,7,2,10,4,7,1
Argentina,2020-04-05,7,3,11,4,7,1
Argentina,2020-04-06,7,3,11,4,7,1
Argentina,2020-04-07,7,3,11,4,7,1
Argentina,2020-04-08,7,3,11,5,8,1
Argentina,2020-04-09,7,3,11,5,8,1
Argentina,2020-04-10,7,3,11,5,8,1
Argentina,2020-04-11,8,2,11,5,8,1
Argentina,2020-04-12,8,4,12,5,8,1
Argentina,2020-04-13,8,2,11,6,9,1
Argentina,2020-04-14,8,4,12,5,8,1
Argentina,2020-04-15,8,4,12,6,9,1
Argentina,2020-04-16,8,3,12,6,9,1
Argentina,2020-04-17,8,4,12,6,9,1
Argentina,2020-04-18,8,3,12,7,10,1
Argentina,2020-04-19,8,4,13,6,9,1
Argentina,2020-04-20,9,4,13,5,9,1
Argentina,2020-04-21,9,4,13,7,10,1
Argentina,2020-04-22,9,4,13,5,9,1
Argentina,2020-04-23,9,4,13,7,10,1
Argentina,2020-04-24,9,5,14,6,10,1
Argentina,2020-04-25,9,5,14,6,10,1
Argentina,2020-04-26,9,4,14,6,10,1
Argentina,2020-04-27,9,4,14,6,10,1
Argentina,2020-04-28,10,4,14,6,10,1
Argentina,2020-04-29,10,4,14,6,10,1
Argentina,2020-04-30,10,5,15,7,11,1
Argentina,2020-05-01,10,5,15,6,10,1
Argentina,2020-05-02,11,5,15,7,11,1
Argentina,2020-05-03,11,5,15,7,11,1
Argentina,2020-05-04,11,5,15,8,12,1
Argentina,2020-05-05,11,5,16,8,12,1
Argentina,2020-05-06,12,7,17,9,13,1
Argentina,2020-05-07,12,6,17,9,13,1
Argentina,2020-05-08,12,7,18,10,14,1
Argentina,2020-05-09,13,7,18,11,15,1
Argentina,2020-05-10,13,6,18,11,15,1
Argentina,2020-05-11,13,8,19,11,15,1
Argentina,2020-05-12,14,7,19,11,15,1
Argentina,2020-05-13,14,9,20,12,16,1
Argentina,2020-05-14,15,8,21,10,15,1
Argentina,2020-05-15,15,8,21,11,16,1
Argentina,2020-05-16,15,10,22,11,16,1
Argentina,2020-05-17,16,9,22,12,17,1
Argentina,2020-05-18,17,10,23,13,18,1
Argentina,2020-05-19,17,10,23,14,19,1
Argentina,2020-05-20,17,10,24,14,19,1
Argentina,2020-05-21,18,11,25,15,20,1
Argentina,2020-05-22,19,11,25,15,20,1
Argentina,2020-05-23,19,13,27,14,20,1
Argentina,2020-05-24,20,13,27,15,21,1
Argentina,2020-05-25,21,14,28,16,22,1
Argentina,2020-05-26,22,14,29,17,23,1
Argentina,2020-05-27,23,15,30,18,24,1
Argentina,2020-05-28,23,15,31,19,25,1
Argentina,2020-05-29,24,16,32,20,26,1
Argentina,2020-05-30,25,16,33,19,26,1
Argentina,2020-05-31,25,17,34,21,27,1
Argentina,2020-06-01,26,19,35,22,28,1
Argentina,2020-06-02,27,19,36,22,28,1
Argentina,2020-06-03,27,19,35,23,29,1
Argentina,2020-06-04,28,19,36,24,30,1
Argentina,2020-06-05,28,19,37,23,30,1
Argentina,2020-06-06,29,20,37,26,32,1
Argentina,2020-06-07,30,20,39,24,31,1
Argentina,2020-06-08,30,21,39,25,32,1
Argentina,2020-06-09,31,21,39,26,33,0.99
Argentina,2020-06-10,32,22,41,28,35,0.99
Argentina,2020-06-11,33,22,41,28,35,0.99
Argentina,2020-06-12,34,23,42,27,35,0.99
Argentina,2020-06-13,35,26,44,28,36,0.99
Argentina,2020-06-14,36,25,45,30,38,0.99
Argentina,2020-06-15,37,26,46,30,38,0.98
Argentina,2020-06-16,38,28,49,32,40,0.98
Argentina,2020-06-17,38.5,26,47,34,42,0.98
Argentina,2020-06-18,40,28,49,35,43,0.97
Argentina,2020-06-19,41,31,52,35,43,0.97
Argentina,2020-06-20,42,32,52,36,44,0.97
Argentina,2020-06-21,44,32,53,37,46,0.96
Argentina,2020-06-22,45,33,55,38,47,0.95
Argentina,2020-06-23,46,34,57,39,48,0.95
Argentina,2020-06-24,47,34,57,40,49,0.94
Argentina,2020-06-25,48,37,60,42,51,0.93
Argentina,2020-06-26,50,38,61,43,52,0.92
Argentina,2020-06-27,51,39,63,43,53,0.91
Argentina,2020-06-28,52,38,62,44,54,0.9
Argentina,2020-06-29,53,41,66,46,56,0.88
Argentina,2020-06-30,55,41,67,51,61,0.86
Argentina,2020-07-01,57,43,69,51,61,0.85
Argentina,2020-07-02,58,44,71,50,61,0.82
Argentina,2020-07-03,60,47,74,53,64,0.8
Argentina,2020-07-04,61,44,74,52,64,0.78
Argentina,2020-07-05,62,46,77,55,67,0.75
Argentina,2020-07-06,64,50,83,54,67,0.71
Argentina,2020-07-07,66,50,83,53,67,0.68
Armenia,2020-01-26,1,1,1,1,1,1
Armenia,2020-01-27,0,0,0,0,0,1
Armenia,2020-01-28,0.5,0,1,0,1,1
Armenia,2020-01-29,0.5,0,1,0,1,1
Armenia,2020-01-30,0,0,1,0,0,1
Armenia,2020-01-31,0.5,0,1,0,1,1
Armenia,2020-02-01,0,0,0,0,0,1
Armenia,2020-02-02,0,0,1,0,0,1
Armenia,2020-02-03,0,0,1,0,0,1
Armenia,2020-02-04,0,0,1,0,0,1
Armenia,2020-02-05,0,0,1,0,0,1
Armenia,2020-02-06,0,0,1,0,0,1
Armenia,2020-02-07,0,0,1,0,0,1
Armenia,2020-02-08,0,0,1,0,0,1
Armenia,2020-02-09,0,0,1,0,0,1
Armenia,2020-02-10,0,0,1,0,0,1
Armenia,2020-02-11,0,0,0,0,0,1
Armenia,2020-02-12,0,0,1,0,0,1
Armenia,2020-02-13,0,0,1,0,0,1
Armenia,2020-02-14,0,0,1,0,0,1
Armenia,2020-02-15,0,0,1,0,0,1
Armenia,2020-02-16,0,0,1,0,0,1
Armenia,2020-02-17,0,0,1,0,0,1
Armenia,2020-02-18,0,0,1,0,0,1
Armenia,2020-02-19,0,0,1,0,0,1
Armenia,2020-02-20,0,0,1,0,0,1
Armenia,2020-02-21,0,0,1,0,0,1
Armenia,2020-02-22,0,0,1,0,0,1
Armenia,2020-02-23,0,0,1,0,0,1
Armenia,2020-02-24,0,0,1,0,0,1
Armenia,2020-02-25,0,0,1,0,0,1
Armenia,2020-02-26,0,0,1,0,0,1
Armenia,2020-02-27,0,0,1,0,0,1
Armenia,2020-02-28,0,0,1,0,0,1
Armenia,2020-02-29,0,0,1,0,0,1
Armenia,2020-03-01,0,0,1,0,0,1
Armenia,2020-03-02,0,0,1,0,0,1
Armenia,2020-03-03,0,0,1,0,0,1
Armenia,2020-03-04,0,0,1,0,0,1
Armenia,2020-03-05,0,0,1,0,0,1
Armenia,2020-03-06,0,0,1,0,0,1
Armenia,2020-03-07,0,0,1,0,0,1
Armenia,2020-03-08,0,0,1,0,0,1
Armenia,2020-03-09,0,0,1,0,0,1
Armenia,2020-03-10,0,0,1,0,0,1
Armenia,2020-03-11,0,0,1,0,0,1
Armenia,2020-03-12,0,0,1,0,0,1
Armenia,2020-03-13,0,0,1,0,0,1
Armenia,2020-03-14,0,0,1,0,0,1
Armenia,2020-03-15,0,0,1,0,0,1
Armenia,2020-03-16,0,0,2,0,0,1
Armenia,2020-03-17,0,0,2,0,0,1
Armenia,2020-03-18,0,0,2,0,0,1
Armenia,2020-03-19,0,0,2,0,0,1
Armenia,2020-03-20,1,0,2,0,1,1
Armenia,2020-03-21,1,0,2,0,1,1
Armenia,2020-03-22,1,0,2,0,1,1
Armenia,2020-03-23,1,0,2,0,1,1
Armenia,2020-03-24,1,0,2,0,1,1
Armenia,2020-03-25,1,0,2,0,1,1
